alert_id,transaction_id,sender_account,receiver_account,transaction_amount,final_risk_score,risk_level,alert_type,alert_generated_at,recommended_action,alert_status
ALT000444,T014233,A0014,A0308,86811,90.5,HIGH,Critical Fraud Alert,2025-01-01 16:24:00,Block Transaction,Under Review
ALT000445,T014272,A0148,A0394,53854,75.35,HIGH,Medium Risk Alert,2025-01-01 16:25:00,Monitor,Open
ALT000446,T014371,A0158,A0122,151857,76.59,HIGH,Medium Risk Alert,2025-01-01 16:26:00,Monitor,Under Review
ALT000447,T014432,A0479,A0220,183526,89.25,HIGH,High Risk Alert,2025-01-01 16:27:00,Manual Review,Open
ALT000448,T014465,A0072,A0109,183042,88.75,HIGH,High Risk Alert,2025-01-01 16:28:00,Manual Review,Open
ALT000449,T014576,A0008,A0353,108977,87.95,HIGH,High Risk Alert,2025-01-01 16:29:00,Manual Review,Open
ALT000450,T014588,A0496,A0254,71455,88.0,HIGH,High Risk Alert,2025-01-01 16:30:00,Manual Review,Open
ALT000451,T014593,A0078,A0273,342490,75.75,HIGH,Medium Risk Alert,2025-01-01 16:31:00,Monitor,Under Review
ALT000452,T014605,A0029,A0237,135353,82.85,HIGH,High Risk Alert,2025-01-01 16:32:00,Manual Review,Open
ALT000453,T014618,A0325,A0278,346064,81.75,HIGH,High Risk Alert,2025-01-01 16:33:00,Manual Review,Open
ALT000454,T014637,A0315,A0220,100348,84.5,HIGH,High Risk Alert,2025-01-01 16:34:00,Manual Review,Under Review
ALT000455,T014704,A0129,A0127,439257,75.0,HIGH,Medium Risk Alert,2025-01-01 16:35:00,Monitor,Resolved
ALT000456,T014707,A0302,A0373,262245,80.75,HIGH,High Risk Alert,2025-01-01 16:36:00,Manual Review,Open
ALT000457,T014718,A0488,A0375,490587,77.5,HIGH,Medium Risk Alert,2025-01-01 16:37:00,Monitor,Open
ALT000458,T014758,A0146,A0238,62218,83.04,HIGH,High Risk Alert,2025-01-01 16:38:00,Manual Review,Under Review
ALT000459,T014764,A0355,A0394,198222,93.75,HIGH,Critical Fraud Alert,2025-01-01 16:39:00,Block Transaction,Open
ALT000460,T014806,A0159,A0257,85392,90.01,HIGH,Critical Fraud Alert,2025-01-01 16:40:00,Block Transaction,Under Review
ALT000461,T014900,A0225,A0257,143815,93.5,HIGH,Critical Fraud Alert,2025-01-01 16:41:00,Block Transaction,Open
ALT000462,T014910,A0181,A0426,473512,77.25,HIGH,Medium Risk Alert,2025-01-01 16:42:00,Monitor,Open
ALT000463,T014976,A0019,A0237,118310,81.99,HIGH,High Risk Alert,2025-01-01 16:43:00,Manual Review,Resolved
ALT000464,T014998,A0158,A0262,328577,76.5,HIGH,Medium Risk Alert,2025-01-01 16:44:00,Monitor,Open
ALT000465,T015023,A0476,A0457,164686,85.66,HIGH,High Risk Alert,2025-01-01 16:45:00,Manual Review,Open
ALT000466,T015034,A0376,A0360,395009,78.75,HIGH,Medium Risk Alert,2025-01-01 16:46:00,Monitor,Open
ALT000467,T015069,A0107,A0079,172507,94.0,HIGH,Critical Fraud Alert,2025-01-01 16:47:00,Block Transaction,Open
ALT000468,T015090,A0174,A0347,119902,91.0,HIGH,Critical Fraud Alert,2025-01-01 16:48:00,Block Transaction,Open
ALT000469,T015133,A0369,A0234,114191,93.0,HIGH,Critical Fraud Alert,2025-01-01 16:49:00,Block Transaction,Open
ALT000470,T015143,A0248,A0024,119735,80.5,HIGH,High Risk Alert,2025-01-01 16:50:00,Manual Review,Open
ALT000471,T015161,A0031,A0088,125291,85.33,HIGH,High Risk Alert,2025-01-01 16:51:00,Manual Review,Open
ALT000472,T015240,A0131,A0234,156370,93.5,HIGH,Critical Fraud Alert,2025-01-01 16:52:00,Block Transaction,Under Review
ALT000473,T015270,A0164,A0024,163778,79.29,HIGH,Medium Risk Alert,2025-01-01 16:53:00,Monitor,Under Review
ALT000474,T015382,A0411,A0454,180771,80.75,HIGH,High Risk Alert,2025-01-01 16:54:00,Manual Review,Open
ALT000475,T015415,A0012,A0177,107670,88.61,HIGH,High Risk Alert,2025-01-01 16:55:00,Manual Review,Under Review
ALT000476,T015480,A0478,A0023,318312,81.5,HIGH,High Risk Alert,2025-01-01 16:56:00,Manual Review,Under Review
ALT000477,T015573,A0495,A0433,51708,84.27,HIGH,High Risk Alert,2025-01-01 16:57:00,Manual Review,Resolved
ALT000478,T015594,A0280,A0257,133468,89.0,HIGH,High Risk Alert,2025-01-01 16:58:00,Manual Review,Open
ALT000479,T015630,A0128,A0465,128408,88.17,HIGH,High Risk Alert,2025-01-01 16:59:00,Manual Review,Open
ALT000480,T015714,A0279,A0383,449794,76.75,HIGH,Medium Risk Alert,2025-01-01 17:00:00,Monitor,Under Review
ALT000481,T015781,A0199,A0220,76275,91.5,HIGH,Critical Fraud Alert,2025-01-01 17:01:00,Block Transaction,Under Review
ALT000482,T015787,A0224,A0394,91833,87.25,HIGH,High Risk Alert,2025-01-01 17:02:00,Manual Review,Open
ALT000483,T015816,A0086,A0220,182675,90.5,HIGH,Critical Fraud Alert,2025-01-01 17:03:00,Block Transaction,Resolved
ALT000484,T015838,A0462,A0335,302268,77.25,HIGH,Medium Risk Alert,2025-01-01 17:04:00,Monitor,Under Review
ALT000485,T015895,A0500,A0353,127158,86.52,HIGH,High Risk Alert,2025-01-01 17:05:00,Manual Review,Open
ALT000486,T015920,A0363,A0465,111502,88.54,HIGH,High Risk Alert,2025-01-01 17:06:00,Manual Review,Open
ALT000487,T015947,A0195,A0417,285410,75.0,HIGH,Medium Risk Alert,2025-01-01 17:07:00,Monitor,Under Review
ALT000488,T015971,A0072,A0114,142801,77.75,HIGH,Medium Risk Alert,2025-01-01 17:08:00,Monitor,Open
ALT000489,T015995,A0313,A0483,173887,93.5,HIGH,Critical Fraud Alert,2025-01-01 17:09:00,Block Transaction,Resolved
ALT000490,T016001,A0490,A0278,108084,82.93,HIGH,High Risk Alert,2025-01-01 17:10:00,Manual Review,Under Review
ALT000491,T016006,A0498,A0433,119224,91.59,HIGH,Critical Fraud Alert,2025-01-01 17:11:00,Block Transaction,Open
ALT000492,T016018,A0142,A0491,95788,85.85,HIGH,High Risk Alert,2025-01-01 17:12:00,Manual Review,Under Review
ALT000493,T016103,A0227,A0257,105486,90.75,HIGH,Critical Fraud Alert,2025-01-01 17:13:00,Block Transaction,Open
ALT000494,T016206,A0316,A0394,141473,90.5,HIGH,Critical Fraud Alert,2025-01-01 17:14:00,Block Transaction,Under Review
ALT000495,T016209,A0417,A0435,116138,79.25,HIGH,Medium Risk Alert,2025-01-01 17:15:00,Monitor,Open
ALT000496,T016238,A0453,A0075,449610,76.0,HIGH,Medium Risk Alert,2025-01-01 17:16:00,Monitor,Under Review
ALT000497,T016242,A0442,A0353,171099,94.25,HIGH,Critical Fraud Alert,2025-01-01 17:17:00,Block Transaction,Open
ALT000498,T016278,A0032,A0234,123712,85.53,HIGH,High Risk Alert,2025-01-01 17:18:00,Manual Review,Open
ALT000499,T016426,A0168,A0483,93294,90.5,HIGH,Critical Fraud Alert,2025-01-01 17:19:00,Block Transaction,Resolved
ALT000500,T016449,A0386,A0238,143303,81.06,HIGH,High Risk Alert,2025-01-01 17:20:00,Manual Review,Open
ALT000501,T016451,A0345,A0353,86237,77.89,HIGH,Medium Risk Alert,2025-01-01 17:21:00,Monitor,Open
ALT000502,T016463,A0133,A0309,185517,77.25,HIGH,Medium Risk Alert,2025-01-01 17:22:00,Monitor,Resolved
ALT000503,T016543,A0247,A0394,195463,93.5,HIGH,Critical Fraud Alert,2025-01-01 17:23:00,Block Transaction,Resolved
ALT000504,T016554,A0158,A0109,106419,83.13,HIGH,High Risk Alert,2025-01-01 17:24:00,Manual Review,Under Review
ALT000505,T016615,A0372,A0206,144570,75.5,HIGH,Medium Risk Alert,2025-01-01 17:25:00,Monitor,Under Review
ALT000506,T016667,A0073,A0287,350717,76.0,HIGH,Medium Risk Alert,2025-01-01 17:26:00,Monitor,Open
ALT000507,T016706,A0217,A0056,191953,92.5,HIGH,Critical Fraud Alert,2025-01-01 17:27:00,Block Transaction,Under Review
ALT000508,T016717,A0320,A0056,191348,91.0,HIGH,Critical Fraud Alert,2025-01-01 17:28:00,Block Transaction,Open
ALT000509,T016723,A0229,A0308,75555,77.6,HIGH,Medium Risk Alert,2025-01-01 17:29:00,Monitor,Under Review
ALT000510,T016748,A0480,A0491,56335,85.9,HIGH,High Risk Alert,2025-01-01 17:30:00,Manual Review,Under Review
ALT000511,T016782,A0482,A0108,153253,85.72,HIGH,High Risk Alert,2025-01-01 17:31:00,Manual Review,Open
ALT000512,T016896,A0270,A0285,79826,87.99,HIGH,High Risk Alert,2025-01-01 17:32:00,Manual Review,Open
ALT000513,T016992,A0178,A0108,98175,88.14,HIGH,High Risk Alert,2025-01-01 17:33:00,Manual Review,Under Review
ALT000514,T017001,A0193,A0184,305282,75.75,HIGH,Medium Risk Alert,2025-01-01 17:34:00,Monitor,Resolved
ALT000515,T017065,A0233,A0114,221774,79.0,HIGH,Medium Risk Alert,2025-01-01 17:35:00,Monitor,Open
ALT000516,T017076,A0076,A0108,142633,90.75,HIGH,Critical Fraud Alert,2025-01-01 17:36:00,Block Transaction,Resolved
ALT000517,T017089,A0262,A0299,218203,89.75,HIGH,High Risk Alert,2025-01-01 17:37:00,Manual Review,Open
ALT000518,T017108,A0143,A0079,179190,93.0,HIGH,Critical Fraud Alert,2025-01-01 17:38:00,Block Transaction,Open
ALT000519,T017114,A0381,A0237,104052,91.25,HIGH,Critical Fraud Alert,2025-01-01 17:39:00,Block Transaction,Open
ALT000520,T017116,A0096,A0024,77818,80.23,HIGH,High Risk Alert,2025-01-01 17:40:00,Manual Review,Open
ALT000521,T017150,A0500,A0108,164212,89.98,HIGH,High Risk Alert,2025-01-01 17:41:00,Manual Review,Under Review
ALT000522,T017174,A0016,A0165,310303,75.0,HIGH,Medium Risk Alert,2025-01-01 17:42:00,Monitor,Open
ALT000523,T017272,A0187,A0394,102041,94.75,HIGH,Critical Fraud Alert,2025-01-01 17:43:00,Block Transaction,Open
ALT000524,T017313,A0438,A0115,402284,77.75,HIGH,Medium Risk Alert,2025-01-01 17:44:00,Monitor,Open
ALT000525,T017357,A0061,A0238,152203,94.25,HIGH,Critical Fraud Alert,2025-01-01 17:45:00,Block Transaction,Open
ALT000526,T017401,A0109,A0347,178220,75.25,HIGH,Medium Risk Alert,2025-01-01 17:46:00,Monitor,Resolved
ALT000527,T017404,A0414,A0394,130134,86.73,HIGH,High Risk Alert,2025-01-01 17:47:00,Manual Review,Resolved
ALT000528,T017425,A0026,A0465,168893,86.51,HIGH,High Risk Alert,2025-01-01 17:48:00,Manual Review,Resolved
ALT000529,T017474,A0242,A0285,128694,94.75,HIGH,Critical Fraud Alert,2025-01-01 17:49:00,Block Transaction,Resolved
ALT000530,T017482,A0417,A0265,121786,79.0,HIGH,Medium Risk Alert,2025-01-01 17:50:00,Monitor,Open
ALT000531,T017506,A0048,A0257,173022,89.5,HIGH,High Risk Alert,2025-01-01 17:51:00,Manual Review,Open
ALT000532,T017525,A0339,A0463,297511,75.75,HIGH,Medium Risk Alert,2025-01-01 17:52:00,Monitor,Under Review
ALT000533,T017567,A0167,A0265,371861,79.0,HIGH,Medium Risk Alert,2025-01-01 17:53:00,Monitor,Under Review
ALT000534,T017576,A0048,A0348,276573,77.0,HIGH,Medium Risk Alert,2025-01-01 17:54:00,Monitor,Open
ALT000535,T017622,A0077,A0433,188939,89.0,HIGH,High Risk Alert,2025-01-01 17:55:00,Manual Review,Open
ALT000536,T017690,A0253,A0021,309831,76.25,HIGH,Medium Risk Alert,2025-01-01 17:56:00,Monitor,Open
ALT000537,T017810,A0377,A0234,75508,85.5,HIGH,High Risk Alert,2025-01-01 17:57:00,Manual Review,Open
ALT000538,T017859,A0192,A0257,61740,89.5,HIGH,High Risk Alert,2025-01-01 17:58:00,Manual Review,Under Review
ALT000539,T017860,A0201,A0234,165144,91.5,HIGH,Critical Fraud Alert,2025-01-01 17:59:00,Block Transaction,Resolved
ALT000540,T017971,A0046,A0299,97539,89.25,HIGH,High Risk Alert,2025-01-01 18:00:00,Manual Review,Open
ALT000541,T017986,A0419,A0299,189638,90.0,HIGH,Critical Fraud Alert,2025-01-01 18:01:00,Block Transaction,Under Review
ALT000542,T018027,A0133,A0056,192400,92.25,HIGH,Critical Fraud Alert,2025-01-01 18:02:00,Block Transaction,Under Review
ALT000543,T018033,A0320,A0443,103505,91.5,HIGH,Critical Fraud Alert,2025-01-01 18:03:00,Block Transaction,Resolved
ALT000544,T018077,A0256,A0265,145400,76.25,HIGH,Medium Risk Alert,2025-01-01 18:04:00,Monitor,Open
ALT000545,T018140,A0184,A0288,151916,79.75,HIGH,Medium Risk Alert,2025-01-01 18:05:00,Monitor,Open
ALT000546,T018141,A0449,A0079,174289,94.0,HIGH,Critical Fraud Alert,2025-01-01 18:06:00,Block Transaction,Open
ALT000547,T018147,A0420,A0257,116573,94.25,HIGH,Critical Fraud Alert,2025-01-01 18:07:00,Block Transaction,Resolved
ALT000548,T018273,A0402,A0011,119118,91.01,HIGH,Critical Fraud Alert,2025-01-01 18:08:00,Block Transaction,Under Review
ALT000549,T018277,A0417,A0373,235926,79.0,HIGH,Medium Risk Alert,2025-01-01 18:09:00,Monitor,Under Review
ALT000550,T018281,A0498,A0457,107136,86.7,HIGH,High Risk Alert,2025-01-01 18:10:00,Manual Review,Open
ALT000551,T018305,A0349,A0108,73601,77.29,HIGH,Medium Risk Alert,2025-01-01 18:11:00,Monitor,Under Review
ALT000552,T018312,A0250,A0088,61436,94.0,HIGH,Critical Fraud Alert,2025-01-01 18:12:00,Block Transaction,Open
ALT000553,T018316,A0469,A0465,139984,90.0,HIGH,Critical Fraud Alert,2025-01-01 18:13:00,Block Transaction,Under Review
ALT000554,T018345,A0047,A0238,192768,93.5,HIGH,Critical Fraud Alert,2025-01-01 18:14:00,Block Transaction,Under Review
ALT000555,T018353,A0463,A0056,109486,92.5,HIGH,Critical Fraud Alert,2025-01-01 18:15:00,Block Transaction,Open
ALT000556,T018383,A0290,A0433,96424,92.84,HIGH,Critical Fraud Alert,2025-01-01 18:16:00,Block Transaction,Under Review
ALT000557,T018425,A0460,A0308,190449,94.5,HIGH,Critical Fraud Alert,2025-01-01 18:17:00,Block Transaction,Open
ALT000558,T018439,A0276,A0308,162278,89.54,HIGH,High Risk Alert,2025-01-01 18:18:00,Manual Review,Open
ALT000559,T018443,A0021,A0079,112703,90.5,HIGH,Critical Fraud Alert,2025-01-01 18:19:00,Block Transaction,Resolved
ALT000560,T018478,A0499,A0004,89102,90.5,HIGH,Critical Fraud Alert,2025-01-01 18:20:00,Block Transaction,Under Review
ALT000561,T018494,A0263,A0435,215399,78.75,HIGH,Medium Risk Alert,2025-01-01 18:21:00,Monitor,Under Review
ALT000562,T018531,A0027,A0465,62359,78.03,HIGH,Medium Risk Alert,2025-01-01 18:22:00,Monitor,Under Review
ALT000563,T018547,A0500,A0220,180695,91.5,HIGH,Critical Fraud Alert,2025-01-01 18:23:00,Block Transaction,Under Review
ALT000564,T018564,A0432,A0108,133115,93.5,HIGH,Critical Fraud Alert,2025-01-01 18:24:00,Block Transaction,Open
ALT000565,T018596,A0348,A0052,109058,75.75,HIGH,Medium Risk Alert,2025-01-01 18:25:00,Monitor,Under Review
ALT000566,T018635,A0314,A0158,213881,75.25,HIGH,Medium Risk Alert,2025-01-01 18:26:00,Monitor,Open
ALT000567,T018690,A0128,A0353,76465,79.05,HIGH,Medium Risk Alert,2025-01-01 18:27:00,Monitor,Open
ALT000568,T018729,A0421,A0109,123162,93.75,HIGH,Critical Fraud Alert,2025-01-01 18:28:00,Block Transaction,Resolved
ALT000569,T018738,A0267,A0269,344659,75.75,HIGH,Medium Risk Alert,2025-01-01 18:29:00,Monitor,Open
ALT000570,T018777,A0439,A0237,176365,92.25,HIGH,Critical Fraud Alert,2025-01-01 18:30:00,Block Transaction,Resolved
ALT000571,T018816,A0304,A0238,172729,90.0,HIGH,Critical Fraud Alert,2025-01-01 18:31:00,Block Transaction,Resolved
ALT000572,T018849,A0422,A0433,179532,93.75,HIGH,Critical Fraud Alert,2025-01-01 18:32:00,Block Transaction,Under Review
ALT000573,T018876,A0456,A0433,149315,89.5,HIGH,High Risk Alert,2025-01-01 18:33:00,Manual Review,Under Review
ALT000574,T018898,A0175,A0079,138685,79.79,HIGH,Medium Risk Alert,2025-01-01 18:34:00,Monitor,Under Review
ALT000575,T018910,A0046,A0108,192333,91.75,HIGH,Critical Fraud Alert,2025-01-01 18:35:00,Block Transaction,Open
ALT000576,T018921,A0367,A0344,179627,87.84,HIGH,High Risk Alert,2025-01-01 18:36:00,Manual Review,Open
ALT000577,T018969,A0247,A0065,181828,94.5,HIGH,Critical Fraud Alert,2025-01-01 18:37:00,Block Transaction,Open
ALT000578,T019008,A0200,A0394,71070,90.0,HIGH,Critical Fraud Alert,2025-01-01 18:38:00,Block Transaction,Open
ALT000579,T019130,A0227,A0011,162605,92.5,HIGH,Critical Fraud Alert,2025-01-01 18:39:00,Block Transaction,Open
ALT000580,T019170,A0272,A0257,96003,83.73,HIGH,High Risk Alert,2025-01-01 18:40:00,Manual Review,Open
ALT000581,T019179,A0074,A0088,170849,91.0,HIGH,Critical Fraud Alert,2025-01-01 18:41:00,Block Transaction,Open
ALT000582,T019193,A0396,A0353,134655,92.25,HIGH,Critical Fraud Alert,2025-01-01 18:42:00,Block Transaction,Resolved
ALT000583,T019215,A0402,A0177,113748,90.01,HIGH,Critical Fraud Alert,2025-01-01 18:43:00,Block Transaction,Resolved
ALT000584,T019269,A0256,A0249,231958,78.5,HIGH,Medium Risk Alert,2025-01-01 18:44:00,Monitor,Under Review
ALT000585,T019283,A0468,A0347,80091,79.16,HIGH,Medium Risk Alert,2025-01-01 18:45:00,Monitor,Open
ALT000586,T019286,A0274,A0257,291551,90.0,HIGH,Critical Fraud Alert,2025-01-01 18:46:00,Block Transaction,Open
ALT000587,T019299,A0317,A0108,90586,94.5,HIGH,Critical Fraud Alert,2025-01-01 18:47:00,Block Transaction,Open
ALT000588,T019335,A0076,A0257,68063,83.76,HIGH,High Risk Alert,2025-01-01 18:48:00,Manual Review,Open
ALT000589,T019368,A0370,A0238,199064,92.0,HIGH,Critical Fraud Alert,2025-01-01 18:49:00,Block Transaction,Under Review
ALT000590,T019376,A0307,A0220,145731,90.25,HIGH,Critical Fraud Alert,2025-01-01 18:50:00,Block Transaction,Open
ALT000591,T019467,A0283,A0394,89109,89.25,HIGH,High Risk Alert,2025-01-01 18:51:00,Manual Review,Under Review
ALT000592,T019570,A0168,A0285,69333,89.09,HIGH,High Risk Alert,2025-01-01 18:52:00,Manual Review,Open
ALT000593,T019594,A0492,A0491,92661,86.21,HIGH,High Risk Alert,2025-01-01 18:53:00,Manual Review,Resolved
ALT000594,T019600,A0059,A0056,53414,80.97,HIGH,High Risk Alert,2025-01-01 18:54:00,Manual Review,Open
ALT000595,T019613,A0306,A0168,311287,75.25,HIGH,Medium Risk Alert,2025-01-01 18:55:00,Monitor,Open
ALT000596,T019616,A0427,A0443,94750,76.78,HIGH,Medium Risk Alert,2025-01-01 18:56:00,Monitor,Open
ALT000597,T019617,A0232,A0257,80898,78.08,HIGH,Medium Risk Alert,2025-01-01 18:57:00,Monitor,Open
ALT000598,T019653,A0077,A0241,232693,77.0,HIGH,Medium Risk Alert,2025-01-01 18:58:00,Monitor,Under Review
ALT000599,T019673,A0149,A0457,139197,90.0,HIGH,Critical Fraud Alert,2025-01-01 18:59:00,Block Transaction,Under Review
ALT000600,T019692,A0404,A0328,420715,93.0,HIGH,Critical Fraud Alert,2025-01-01 19:00:00,Block Transaction,Under Review
ALT000601,T019693,A0173,A0108,130398,94.0,HIGH,Critical Fraud Alert,2025-01-01 19:01:00,Block Transaction,Resolved
ALT000602,T019706,A0183,A0308,119868,89.25,HIGH,High Risk Alert,2025-01-01 19:02:00,Manual Review,Under Review
ALT000603,T019738,A0361,A0458,107051,79.0,HIGH,Medium Risk Alert,2025-01-01 19:03:00,Monitor,Under Review
ALT000604,T019780,A0143,A0080,139039,76.75,HIGH,Medium Risk Alert,2025-01-01 19:04:00,Monitor,Resolved
ALT000605,T019799,A0208,A0288,480208,80.0,HIGH,High Risk Alert,2025-01-01 19:05:00,Manual Review,Open
ALT000606,T019834,A0180,A0257,134972,92.25,HIGH,Critical Fraud Alert,2025-01-01 19:06:00,Block Transaction,Under Review
ALT000607,T019837,A0349,A0004,174295,89.87,HIGH,High Risk Alert,2025-01-01 19:07:00,Manual Review,Open
ALT000608,T019870,A0266,A0108,50279,81.8,HIGH,High Risk Alert,2025-01-01 19:08:00,Manual Review,Open
ALT000609,T019914,A0162,A0328,130720,90.0,HIGH,Critical Fraud Alert,2025-01-01 19:09:00,Block Transaction,Open
ALT000610,T019922,A0122,A0011,93066,94.0,HIGH,Critical Fraud Alert,2025-01-01 19:10:00,Block Transaction,Under Review
ALT000611,T019984,A0201,A0491,114181,91.75,HIGH,Critical Fraud Alert,2025-01-01 19:11:00,Block Transaction,Under Review
ALT000612,T020044,A0345,A0238,135910,86.45,HIGH,High Risk Alert,2025-01-01 19:12:00,Manual Review,Under Review
ALT000613,T020067,A0190,A0108,166671,92.75,HIGH,Critical Fraud Alert,2025-01-01 19:13:00,Block Transaction,Under Review
ALT000614,T020154,A0112,A0004,153910,89.75,HIGH,High Risk Alert,2025-01-01 19:14:00,Manual Review,Open
ALT000615,T020228,A0464,A0011,164465,90.5,HIGH,Critical Fraud Alert,2025-01-01 19:15:00,Block Transaction,Open
ALT000616,T020238,A0439,A0285,189612,89.5,HIGH,High Risk Alert,2025-01-01 19:16:00,Manual Review,Open
ALT000617,T020246,A0027,A0433,123235,91.5,HIGH,Critical Fraud Alert,2025-01-01 19:17:00,Block Transaction,Open
ALT000618,T020308,A0148,A0012,322456,80.25,HIGH,High Risk Alert,2025-01-01 19:18:00,Manual Review,Under Review
ALT000619,T020353,A0233,A0024,95724,93.5,HIGH,Critical Fraud Alert,2025-01-01 19:19:00,Block Transaction,Open
ALT000620,T020377,A0107,A0109,164388,90.0,HIGH,Critical Fraud Alert,2025-01-01 19:20:00,Block Transaction,Open
ALT000621,T020456,A0021,A0454,253582,79.5,HIGH,Medium Risk Alert,2025-01-01 19:21:00,Monitor,Open
ALT000622,T020523,A0215,A0278,457888,82.75,HIGH,High Risk Alert,2025-01-01 19:22:00,Manual Review,Resolved
ALT000623,T020527,A0239,A0457,86815,90.0,HIGH,Critical Fraud Alert,2025-01-01 19:23:00,Block Transaction,Resolved
ALT000624,T020549,A0403,A0353,117273,89.5,HIGH,High Risk Alert,2025-01-01 19:24:00,Manual Review,Resolved
ALT000625,T020592,A0345,A0394,89365,77.8,HIGH,Medium Risk Alert,2025-01-01 19:25:00,Monitor,Under Review
ALT000626,T020594,A0231,A0254,109293,94.0,HIGH,Critical Fraud Alert,2025-01-01 19:26:00,Block Transaction,Open
ALT000627,T020646,A0216,A0056,185941,93.25,HIGH,Critical Fraud Alert,2025-01-01 19:27:00,Block Transaction,Under Review
ALT000628,T020698,A0057,A0079,69784,90.25,HIGH,Critical Fraud Alert,2025-01-01 19:28:00,Block Transaction,Open
ALT000629,T020703,A0468,A0227,189622,77.25,HIGH,Medium Risk Alert,2025-01-01 19:29:00,Monitor,Open
ALT000630,T020723,A0260,A0278,390133,86.25,HIGH,High Risk Alert,2025-01-01 19:30:00,Manual Review,Under Review
ALT000631,T020802,A0414,A0237,94996,78.54,HIGH,Medium Risk Alert,2025-01-01 19:31:00,Monitor,Open
ALT000632,T020822,A0289,A0433,185494,91.5,HIGH,Critical Fraud Alert,2025-01-01 19:32:00,Block Transaction,Under Review
ALT000633,T020836,A0439,A0328,159536,91.0,HIGH,Critical Fraud Alert,2025-01-01 19:33:00,Block Transaction,Open
ALT000634,T020863,A0236,A0238,83767,85.01,HIGH,High Risk Alert,2025-01-01 19:34:00,Manual Review,Under Review
ALT000635,T020896,A0453,A0056,66113,80.05,HIGH,High Risk Alert,2025-01-01 19:35:00,Manual Review,Under Review
ALT000636,T020897,A0291,A0234,118312,93.25,HIGH,Critical Fraud Alert,2025-01-01 19:36:00,Block Transaction,Under Review
ALT000637,T020909,A0451,A0433,94719,88.07,HIGH,High Risk Alert,2025-01-01 19:37:00,Manual Review,Under Review
ALT000638,T021053,A0085,A0254,121170,85.98,HIGH,High Risk Alert,2025-01-01 19:38:00,Manual Review,Resolved
ALT000639,T021064,A0005,A0109,166234,91.5,HIGH,Critical Fraud Alert,2025-01-01 19:39:00,Block Transaction,Under Review
ALT000640,T021100,A0078,A0433,88099,79.08,HIGH,Medium Risk Alert,2025-01-01 19:40:00,Monitor,Open
ALT000641,T021106,A0452,A0024,64819,90.5,HIGH,Critical Fraud Alert,2025-01-01 19:41:00,Block Transaction,Open
ALT000642,T021109,A0485,A0177,155640,92.25,HIGH,Critical Fraud Alert,2025-01-01 19:42:00,Block Transaction,Open
ALT000643,T021145,A0498,A0299,194531,89.25,HIGH,High Risk Alert,2025-01-01 19:43:00,Manual Review,Open
ALT000644,T021164,A0421,A0056,96664,90.75,HIGH,Critical Fraud Alert,2025-01-01 19:44:00,Block Transaction,Under Review
ALT000645,T021191,A0294,A0177,160610,86.46,HIGH,High Risk Alert,2025-01-01 19:45:00,Manual Review,Under Review
ALT000646,T021220,A0270,A0394,174301,89.0,HIGH,High Risk Alert,2025-01-01 19:46:00,Manual Review,Resolved
ALT000647,T021288,A0337,A0481,167455,81.25,HIGH,High Risk Alert,2025-01-01 19:47:00,Manual Review,Under Review
ALT000648,T021338,A0138,A0394,76240,81.07,HIGH,High Risk Alert,2025-01-01 19:48:00,Manual Review,Open
ALT000649,T021515,A0440,A0004,150729,87.19,HIGH,High Risk Alert,2025-01-01 19:49:00,Manual Review,Under Review
ALT000650,T021550,A0284,A0238,189047,89.25,HIGH,High Risk Alert,2025-01-01 19:50:00,Manual Review,Open
ALT000651,T021563,A0474,A0238,125354,81.6,HIGH,High Risk Alert,2025-01-01 19:51:00,Manual Review,Open
ALT000652,T021596,A0419,A0383,244793,75.5,HIGH,Medium Risk Alert,2025-01-01 19:52:00,Monitor,Open
ALT000653,T021604,A0043,A0011,75884,85.23,HIGH,High Risk Alert,2025-01-01 19:53:00,Manual Review,Open
ALT000654,T021680,A0294,A0050,347204,78.5,HIGH,Medium Risk Alert,2025-01-01 19:54:00,Monitor,Open
ALT000655,T021683,A0228,A0457,102886,88.09,HIGH,High Risk Alert,2025-01-01 19:55:00,Manual Review,Open
ALT000656,T021694,A0025,A0024,52789,78.4,HIGH,Medium Risk Alert,2025-01-01 19:56:00,Monitor,Open
ALT000657,T021696,A0251,A0328,144980,89.5,HIGH,High Risk Alert,2025-01-01 19:57:00,Manual Review,Open
ALT000658,T021740,A0426,A0491,183360,91.5,HIGH,Critical Fraud Alert,2025-01-01 19:58:00,Block Transaction,Under Review
ALT000659,T021743,A0452,A0024,76151,89.0,HIGH,High Risk Alert,2025-01-01 19:59:00,Manual Review,Open
ALT000660,T021773,A0208,A0257,153880,86.18,HIGH,High Risk Alert,2025-01-01 20:00:00,Manual Review,Open
ALT000661,T021800,A0008,A0394,168666,89.0,HIGH,High Risk Alert,2025-01-01 20:01:00,Manual Review,Open
ALT000662,T021828,A0149,A0328,197360,91.0,HIGH,Critical Fraud Alert,2025-01-01 20:02:00,Block Transaction,Open
ALT000663,T021840,A0117,A0241,142091,76.25,HIGH,Medium Risk Alert,2025-01-01 20:03:00,Monitor,Under Review
ALT000664,T021883,A0222,A0443,140842,89.63,HIGH,High Risk Alert,2025-01-01 20:04:00,Manual Review,Open
ALT000665,T021920,A0278,A0220,345115,92.75,HIGH,Critical Fraud Alert,2025-01-01 20:05:00,Block Transaction,Under Review
